x,y,class
86,-8.66656,-1.5997,0
87,-4.79496,2.43697,0
88,-9.76288,0.765247,0
89,-1.27581,-1.19404,0
90,-3.27608,-1.44866,0
91,-8.04832,0.205099,0
92,-6.92069,-0.187921,0
93,-6.25098,-1.54952,0
94,-8.36558,-0.221692,0
95,-4.06616,-1.22581,0
96,-6.74829,-0.775818,0
97,-8.73146,0.467313,0
98,-4.61027,-1.24291,0
99,-6.69489,-1.1099,0
100,-9.35526,0.772229,0
101,-3.59904,-1.14501,0
102,-2.87678,0.385213,0
103,-7.32882,0.298173,0
104,-7.87577,-0.832216,0
105,-9.37201,-0.202127,0
106,-9.50205,-1.86227,0
107,-5.545,-0.263095,0
108,-6.62747,-3.06944,0
109,-7.36462,0.994425,0
110,-2.12852,0.614636,0
111,-5.79465,-1.89097,0
112,-5.01737,-1.43128,0
113,-4.75625,0.284002,0
114,-3.8322,-1.17865,0
115,-5.37572,-1.49445,0
116,-4.71608,-0.894082,0
117,-3.91446,-1.44999,0
118,-9.92187,-1.73957,0
119,-7.35964,-1.55933,0
120,-6.56824,-2.00627,0
121,-7.5387,-0.0170596,0
122,-12.7005,-0.553422,0
123,-8.35068,-0.528886,0
124,-7.83994,-0.606749,0
125,-10.9913,0.0069935,0
126,-8.42365,-0.321621,0
127,-9.13033,0.0981105,0
128,-4.97765,0.161811,0
129,-6.24468,-1.50784,0
130,-7.62928,0.252056,0
131,-4.53019,-0.585468,0
132,-11.1806,-1.45925,0
133,-11.2916,-0.492912,0
134,-7.79634,-0.202119,0
135,-7.70134,-0.368916,0
136,-2.80184,-1.2621,0
137,-5.92633,-0.0570896,0
138,-8.3559,-1.45483,0
139,-10.4069,-0.159376,0
140,-7.87971,-2.26014,0
141,-8.68993,-0.65486,0
142,-5.30954,-0.40074,0
143,-6.95742,-1.90389,0
144,1.31721,-0.772748,0
145,-10.08,-2.04761,0
146,-8.08403,-0.00176168,0
147,-9.88666,-1.18475,0
148,-7.26025,-1.4597,0
149,-3.15123,0.23275,0
150,-5.9424,-0.234722,0
151,-5.89099,-0.278193,0
152,-5.22786,-0.0213228,0
153,-0.53898,-0.197628,0
154,-6.32044,0.527161,0
155,-5.77579,0.359205,0
156,-4.52189,-2.00773,0
157,-2.29462,1.3101,0
158,-5.22618,-1.22465,0
159,-5.20318,-0.75817,0
160,-5.33609,0.45696,0
161,-4.80502,-0.788754,0
162,-4.65703,-0.642784,0
163,-7.6295,0.101546,0
164,-6.65342,-1.08809,0
165,-7.15335,1.86446,0
166,-2.06327,-0.37365,0
167,-9.88505,0.246238,0
168,-2.77669,0.188702,0
169,-6.59288,-0.706516,0
170,-2.63656,-0.711943,0
171,-6.1853,-1.64703,0
172,-8.91405,-1.24578,0
173,-6.88454,1.36884,0
174,-10.0779,-0.271513,0
175,-5.81706,-0.574461,0
176,-9.89018,1.50763,0
177,-8.33691,-0.885947,0
178,-10.3924,0.639131,0
179,-4.64088,-0.860427,0
180,-6.16935,-0.871135,0
181,-5.27672,0.428136,0
182,-4.67914,-1.86106,0
183,-11.4376,-3.04339,0
184,-6.50204,2.08643,0
185,-8.27498,-0.424813,0
186,-4.34557,-1.31765,0
187,-2.47717,-0.500809,0
188,-5.79071,0.951154,0
189,-12.712,-2.51333,0
190,-8.91842,-0.724682,0
191,-5.09298,-0.483387,0
192,-4.89828,-2.30137,0
193,-6.20128,0.874091,0
194,-6.44767,-0.450508,0
195,-6.3099,0.237781,0
196,-6.26151,-1.13147,0
197,-8.71041,3.03626,0
198,-9.01355,-0.219712,0
199,-5.27999,-1.25054,0
200,-6.59618,1.51172,0
201,-6.41124,-0.425715,0
202,-4.92325,-1.85915,0
203,-10.044,0.123632,0
204,-7.12247,-0.524036,0
205,-5.15138,-1.96514,0
206,-8.86795,0.046858,0
207,-4.51441,-0.325687,0
208,-3.31721,-1.25753,0
209,-5.3246,-0.209876,0
210,-5.08976,-0.343611,0
211,-4.43855,0.366771,0
212,-9.60535,-1.18411,0
213,-4.45582,-1.07639,0
214,-5.82835,-1.60397,0
215,-4.43479,-2.26439,0
216,-4.91305,-1.11124,0
217,-4.71471,0.811606,0
218,-9.15338,-0.622933,0
219,8.56991,-9.48008,1
220,8.7036,-7.20614,1
221,4.19712,-8.80913,1
222,3.63999,-9.64601,1
223,4.53949,-9.07558,1
224,8.76627,-10.4391,1
225,7.56784,-8.65191,1
226,3.0069,-9.99273,1
227,9.9178611,-8.27876,1
228,6.4307300000000005,-9.31871,1
229,4.44436,-9.93159,1
230,7.203939999999999,-8.92043,1
231,1.7492900000000002,-8.11974,1
232,13.094149999999999,-8.81443,1
233,13.52526,-6.48025,1
234,1.2628400000000006,-11.9898,1
235,7.16456,-8.78389,1
236,6.75005,-8.51249,1
237,7.04468,-11.9145,1
238,10.702899,-7.8333,1
239,3.83979,-8.34441,1
240,6.247590000000001,-10.3751,1
241,10.133879,-7.9177,1
242,10.530108,-8.60073,1
243,3.75676,-7.05516,1
244,6.8779699999999995,-9.11001,1
245,6.2096599999999995,-9.11781,1
246,5.87998,-6.94987,1
247,8.12448,-8.46539,1
248,8.07843,-8.46282,1
249,12.93894,-7.6899,1
250,8.87345,-8.49915,1
251,15.558250000000001,-6.70466,1
252,8.2727,-9.67314,1
253,12.59037,-9.75204,1
254,5.59093,-9.87979,1
255,14.63279,-8.83743,1
256,5.71041,-10.35,1
257,11.07885,-7.45568,1
258,13.39283,-9.37048,1
259,8.78078,-8.53451,1
260,4.75514,-9.41903,1
261,11.78732,-7.54328,1
262,3.5147899999999996,-10.5128,1
263,13.24485,-10.3318,1
264,9.404288,-7.70371,1
265,9.214133,-9.40918,1
266,11.26806,-8.83971,1
267,0.39902000000000015,-8.26751,1
268,6.5713,-8.62987,1
269,1.8544400000000003,-8.01981,1
270,6.552239999999999,-7.78609,1
271,7.44421,-5.74485,1
272,0.9281699999999997,-7.84294,1
273,9.853916,-7.50744,1
274,-0.8543000000000003,-8.79076,1
275,9.244426,-6.74811,1
276,10.590998,-10.2292,1
277,15.84803,-8.00556,1
278,7.044840000000001,-9.80153,1
279,13.65937,-8.09823,1
280,6.8376,-8.3435,1
281,7.31839,-9.52782,1
282,6.2581500000000005,-7.64074,1
283,6.88582,-9.23263,1
284,11.47432,-10.2202,1
285,9.9745275,-9.69347,1
286,8.33213,-8.54115,1
287,3.4660599999999997,-8.75372,1
288,2.2930099999999998,-8.77551,1
289,0.19246000000000052,-8.90722,1
290,6.44843,-8.21094,1
291,12.60725,-8.14327,1
292,9.029941,-8.249,1
293,11.583120000000001,-7.8956,1
294,9.601504,-9.29579,1
295,13.26584,-9.31113,1
296,5.86812,-8.48066,1
297,8.74569,-8.90976,1
298,6.0812100000000004,-10.2704,1
299,11.14267,-8.2479,1
300,7.69034,-10.1162,1
301,8.0848,-6.75522,1
302,7.2357,-8.70338,1
303,7.56815,-9.64442,1
304,8.0809,-8.05635,1
305,8.69455,-7.93263,1
306,9.71049,-9.20133,1
307,8.70114,-8.94662,1
308,7.6997800000000005,-9.94236,1
309,14.7411,-8.0649,1
310,11.69316,-8.62909,1
311,3.9903500000000003,-9.19473,1
312,7.7169799999999995,-10.7343,1
313,9.862825,-7.45165,1
314,4.7453,-8.02938,1
315,1.0813199999999998,-8.27649,1
316,13.67417,-7.63222,1
317,5.31173,-12.5131,1
318,8.69119,-9.27688,1
319,6.33934,-11.8836,1
320,6.44562,-8.92899,1
321,12.50014,-9.42897,1
322,3.3500699999999997,-8.01807,1
323,12.15122,-9.65451,1
324,9.499021,-9.39722,1
325,5.01326,-7.436,1
326,11.29326,-7.03773,1
327,6.41772,-10.4185,1
328,12.42812,-11.5386,1
329,7.08944,-9.71288,1
330,12.01261,-10.1846,1
331,10.19907,-8.1394,1
332,6.92504,-9.67909,1
333,-1.0708000000000002,-8.40431,1
334,12.326319999999999,-7.59968,1
335,8.32979,-8.30289,1
336,4.18639,-10.8799,1
337,4.81503,-10.1689,1
338,7.1483799999999995,-7.06185,1
339,10.654182,-7.5957,1
340,2.57988,-9.26973,1
341,11.76791,-8.92436,1
342,9.485901,-8.31016,1
343,3.9023000000000003,-9.94566,1
344,8.05777,-8.41032,1
345,6.69989,-8.05372,1
346,3.3970200000000004,-9.01283,1
347,11.24236,-9.81155,1
348,4.60138,-8.10372,1
349,11.22982,-8.48021,1
350,1.0775500000000005,-8.16213,1
351,11.48555,-7.94856,1
352,4.3394,-8.51115,1
353,13.47684,-8.75946,1
354,7.131959999999999,-5.42933,1
355,2.7023400000000004,-11.2581,1
356,6.15563,-7.70914,1
357,2.77977,-7.51118,1
358,7.33231,-9.7867,1
359,7.993539999999999,-9.74231,1
360,10.448662,-10.3989,1
361,8.41841,-8.51518,1
362,5.63176,-8.17317,1
363,9.625802,-9.50443,1
364,7.29582,-9.34014,1
365,9.010054,-6.98038,1
366,5.27046,-9.04478,1
367,3.25917,-10.3983,1
368,13.05048,-5.72452,1
369,0.7556499999999993,-7.97718,1
370,9.190347,-10.5173,1
371,13.74466,-7.77908,1
372,7.7744800000000005,-10.2484,1
373,11.52613,-11.7075,1
374,10.851518,-8.85135,1
375,7.2994900000000005,-8.54862,1
376,3.2890699999999997,-8.70603,1
377,12.52474,-9.16914,1
378,8.286059999999999,-8.4019,1
379,13.82197,-10.1717,1
380,5.39819,-9.21797,1
381,5.32795,-9.29363,1
382,10.555858,-8.68292,1
383,7.21954,-9.49494,1
384,3.25732,-9.45472,1
385,7.94055,-9.35365,1
386,7.56639,-7.12331,1
387,8.06504,-8.46969,1
388,5.84924,-6.63417,1
389,9.444273,-7.62365,1
390,6.88309,-9.30994,1
391,6.99071,-8.20359,1
392,0.9168400000000005,-9.26879,1
393,9.210885,-9.74975,1
394,9.365716,-12.1135,1
395,17.5913,-8.9155,1
396,8.72778,-6.97874,1
397,7.7569300000000005,-12.4949,1
398,0.21598000000000006,-10.3657,1
399,7.71339,-8.55163,1
400,4.85772,-10.0141,1
401,12.31579,-9.48339,1
402,3.3657000000000004,-10.6932,1
403,6.00972,-9.62412,1
404,12.96654,-7.65333,1
405,9.13823,-9.8824,1
406,7.43307,-11.3461,1
407,6.9196,-9.52874,1
408,12.95082,-9.58532,1
409,3.9846000000000004,-8.99343,1
410,5.6869,-9.74677,1
411,8.24491,-8.66242,1
412,6.63799,-8.22984,1
413,9.336996,-8.28434,1
414,6.554209999999999,-8.53241,1
415,7.88448,-9.15744,1
416,2.4887499999999996,-8.30726,1
417,12.64805,-7.72486,1
418,9.512535,-7.85284,1
419,10.665332,-8.83609,1
420,4.72498,-7.54356,1
421,14.32493,-9.41954,1
422,11.39416,-10.1426,1
423,4.14141,-8.33478,1
424,-0.8346999999999998,-9.39479,1
425,15.554739999999999,-8.1133,1
426,6.77394,-10.0082,1
427,13.20133,-9.60485,1
428,8.74614,-7.89004,1
429,5.81898,-9.39535,1
430,11.91899,-5.94478,1
431,5.12203,-11.8844,1
432,10.603580000000001,-8.68495,1
433,-1.3416999999999994,-9.42372,1
434,9.138256,-6.72213,1
435,11.33057,-9.22981,1
436,9.104759,-9.02046,1
437,13.68515,-9.35193,1
438,6.47407,-10.9592,1
439,8.78441,-8.87497,1
440,8.34359,-10.017,1
441,4.61042,-7.54152,1
442,4.66615,-9.55439,1
443,9.690993,-11.4594,1
444,7.01279,-10.3566,1
445,10.00794226,-7.7524,1
446,5.82924,-9.10218,1
447,10.973147,-11.3892,1
448,11.4007,-9.65395,1
449,6.3931000000000004,-9.0483,1
450,13.40438,-8.01277,1
451,3.43534,-10.0547,1
452,3.8092300000000003,-8.79375,1
453,3.4076700000000004,-10.7435,1
454,6.41567,-9.34615,1
455,15.636890000000001,-9.89715,1
456,8.2615,-9.60943,1
457,5.83716,-10.1755,1
458,9.02782,-8.47376,1
459,4.06479,-6.72755,1
460,10.589496,-8.7872,1
461,14.52163,-6.16837,1
462,11.55233,-11.32,1
463,-1.32742,10.4138,2
464,0.575936,7.13762,2
465,2.3798,4.64827,2
466,3.002,4.91342,2
467,1.10472,6.08506,2
468,1.75472,8.24927,2
469,1.24425,6.87137,2
470,2.83778,7.09653,2
471,-4.24327,10.7726,2
472,0.911588,7.80952,2
473,2.64689,8.65576,2
474,-1.86887,6.6015,2
475,2.00006,6.3015,2
476,-0.740267,5.26008,2
477,-1.85504,12.293,2
478,2.31936,6.02372,2
479,1.93778,6.31446,2
480,4.28953,10.7862,2
481,3.10062,4.27853,2
482,-0.966303,4.8957,2
483,0.89988,8.37384,2
484,1.49091,7.18046,2
485,-2.58822,9.71564,2
486,1.94764,10.6282,2
487,4.75188,9.31078,2
488,3.04626,7.39649,2
489,1.78177,6.90053,2
490,2.2745,7.09254,2
491,3.06739,5.82452,2
492,3.12831,8.33638,2
493,0.103132,8.04028,2
494,-0.203959,9.28822,2
495,0.470956,8.38659,2
496,2.66859,8.43337,2
497,0.249657,3.72676,2
498,1.43959,8.51095,2
499,0.366942,4.69113,2
500,-1.07517,7.14068,2
501,0.701617,7.43127,2
502,1.35067,6.78813,2
503,2.55946,4.07563,2
504,0.356067,7.92703,2
505,1.69949,9.02939,2
506,2.90225,6.15818,2
507,-1.75686,8.19605,2
508,-0.559677,3.8594,2
509,2.18859,7.54189,2
510,0.45039,6.96939,2
511,3.70177,6.37899,2
512,3.30948,6.81785,2
513,1.81789,8.318,2
514,3.13843,9.95271,2
515,-0.0185829,9.14097,2
516,1.0938,7.1251,2
517,0.643741,7.50655,2
518,1.70083,8.29768,2
519,1.75012,8.75989,2
520,2.35914,5.3886,2
521,3.2964,9.0214,2
522,0.486926,7.02931,2
523,0.481878,7.89805,2
524,2.78362,9.40806,2
525,4.02592,5.50813,2
526,3.66603,8.92326,2
527,5.26304,5.88198,2
528,5.05451,8.53756,2
529,2.30625,6.96081,2
530,1.09933,5.81451,2
531,3.67287,9.54583,2
532,1.0858,4.63113,2
533,-1.35995,7.9412,2
534,2.31771,8.06847,2
535,3.33505,9.87352,2
536,1.81001,7.24292,2
537,4.71309,7.76866,2
538,-2.57463,7.03662,2
539,1.67583,9.86068,2
540,-1.67987,5.49595,2
541,-0.281347,6.08828,2
542,-0.187614,6.95946,2
543,4.90849,8.78578,2
544,1.68712,6.24795,2
545,0.424288,7.66035,2
546,1.1877,5.58091,2
547,-1.64905,4.8612,2
548,4.37136,7.05142,2
549,3.45831,6.95396,2
550,1.1336,8.30249,2
551,4.71182,6.34425,2
552,2.66022,5.45243,2
553,-1.18294,9.08208,2
554,-1.75275,7.1846,2
555,2.13548,8.44349,2
556,1.39514,6.93034,2
557,0.996389,8.13014,2
558,-0.141414,8.16495,2
559,2.70134,5.29679,2
560,3.81324,9.5824,2
561,1.65711,4.2952,2
562,2.52804,6.59925,2
563,-2.72472,8.8267,2
564,3.33367,9.33061,2
565,2.73088,3.1439,2
566,-0.00846892,5.39138,2
567,-0.437151,7.42205,2
568,0.957783,6.91657,2
569,1.79385,6.75257,2
570,3.10832,7.14207,2
571,5.93081,6.51186,2
572,0.278379,7.58154,2
573,0.991364,7.10569,2
574,2.17308,8.71169,2
575,1.045,12.6746,2
576,-0.74108,3.6157,2
577,-0.784201,5.06834,2
578,2.28077,5.78734,2
579,1.5912,8.72915,2
580,2.49619,6.75319,2
581,0.787778,6.82261,2
582,3.39663,7.67267,2
583,1.52154,7.20374,2
584,0.722087,7.4071,2
585,3.06743,4.87826,2
586,-0.257063,12.09,2
587,0.221291,6.66201,2
588,1.23319,6.43255,2
589,-3.2433,6.04479,2
590,1.58287,8.32159,2
591,-0.519891,8.36634,2
592,1.17763,5.15033,2
593,-1.19603,8.15937,2
594,0.747912,5.18171,2
595,3.4273,5.54196,2
596,-0.721264,7.49153,2
597,0.82601,6.12871,2
598,1.4267,10.0708,2
599,3.19792,8.10179,2
600,4.56899,9.84085,2
601,1.37536,4.8258,2
602,1.26331,8.42399,2
603,2.58103,9.01097,2
604,4.36619,6.26609,2
605,1.42172,5.59763,2
606,2.18351,8.64628,2
607,3.17606,3.59684,2
608,-0.515362,11.6113,2
609,1.12587,5.01259,2
610,1.72061,8.49064,2
611,0.592744,10.4638,2
612,-2.17988,9.31681,2
613,1.24081,9.71523,2
614,3.56821,7.20971,2
615,-0.323146,5.91599,2
616,3.55144,8.45139,2
617,2.79888,6.46826,2
618,1.27228,9.05798,2
619,0.629771,8.28074,2
620,-0.236418,7.85143,2
621,2.86531,7.86564,2
622,2.24289,7.37526,2
623,3.62158,8.0497,2
624,0.0701285,10.232,2
625,3.25247,6.73958,2
626,1.27492,9.77921,2
627,-0.11272,6.86484,2
628,2.35393,9.10392,2
629,1.20685,6.59043,2
630,2.25171,8.99613,2
631,1.80132,7.8665,2
632,0.888866,6.56906,2
633,2.80186,8.87711,2
634,3.02589,7.62461,2
635,-1.28612,8.11568,2
636,0.00441141,9.81116,2
637,2.15047,4.97502,2
638,1.05056,8.45544,2
639,2.81227,4.88385,2
640,-1.42273,11.0423,2
641,-0.100882,4.8756,2
642,3.43858,6.4559,2
643,2.30255,8.02385,2
644,1.13205,4.92598,2
645,3.8539,5.69143,2
646,-1.72985,8.49472,2
647,0.937818,8.63844,2
648,1.89123,7.15307,2
649,1.74054,6.73973,2
650,-0.866206,7.92403,2
651,3.59385,4.90233,2
652,3.34264,7.83242,2
653,0.680652,7.28754,2
654,0.924442,6.02213,2
655,0.548867,6.97365,2
656,2.0743,6.76251,2
657,0.2919,6.38111,2
658,0.740335,5.77026,2
659,3.0465,5.98273,2
660,-1.16411,6.9203,2
661,0.887892,6.26917,2
662,0.907725,8.93901,2
663,3.44845,6.89639,2
664,1.8676,7.02545,2
665,-2.47276,10.9318,2
666,-1.38522,7.03881,2
667,2.32039,7.20353,2
668,1.49925,7.79864,2
669,2.83963,7.07416,2
670,0.713342,7.18126,2
671,2.34774,8.31991,2
672,0.298339,6.96311,2
673,0.659714,6.75325,2
674,5.27044,7.17416,2
675,-0.596392,7.87532,2
676,-0.223257,7.77303,2
677,1.7873,6.51866,2
678,2.80098,7.00633,2
679,1.16716,7.12372,2
680,1.74375,6.7843,2
681,3.31308,7.70023,2
682,-0.727889,9.01371,2
683,0.153325,4.65147,2
684,-0.631363,8.23679,2
685,-1.16762,11.1104,2
686,4.9923,4.46157,2
687,0.848707,9.27955,2
688,0.257131,5.7131,2
689,3.75294,9.08674,2
690,2.42517,4.47332,2
691,0.0618976,6.66184,2
692,3.08985,5.08749,2
693,2.0054,6.3081,2
694,1.31544,6.13322,2
695,0.543663,6.62967,2
696,2.59406,9.21311,2
697,1.80384,9.53158,2
698,3.80675,6.4688,2
699,-0.115898,8.74156,2
700,-0.335547,7.041,2
701,3.03703,7.89455,2
702,2.75147,6.22679,2
703,3.59876,6.39026,2
704,-0.453002,10.0101,2
705,1.2125,4.70109,2
706,4.95831,6.38063,2
707,4.1817,7.59396,2
708,1.3856,8.90014,2
709,0.532603,6.92087,2
710,1.33839,6.96774,2
711,0.0889271,2.96824,2
712,3.31312,7.33012,2
713,1.55402,9.50518,2
714,0.476118,7.63187,2
715,1.19723,5.80103,2
716,3.38378,5.01754,2
717,-1.45247,8.26498,2
718,-0.335424,5.52077,2
719,0.234805,9.34339,2
720,1.10246,6.92106,2
721,1.98283,10.1868,2
722,-2.23114,6.47931,2
723,-0.275904,6.83132,2
724,2.82412,10.7054,2
725,0.602282,8.77758,2
726,-1.16639,9.55652,2
727,2.78084,8.4028,2
728,2.2604,7.82254,2
729,-0.0968979,6.63451,2
730,0.892509,9.51129,2
731,2.32534,5.49208,2
732,1.82888,8.11414,2
733,-1.48586,8.2656,2
734,2.09316,4.60408,2
735,0.15442,3.16495,2
736,0.467491,5.81208,2
737,-1.11779,6.45487,2
738,-0.354722,6.85482,2
739,1.06157,8.9926,2
740,1.28251,5.64343,2
741,1.13032,8.12401,2
742,4.18169,7.64905,2
743,1.13741,8.79368,2
744,1.75273,10.7228,2
745,-0.110929,6.98676,2
746,4.36906,6.87202,2
747,-0.524367,11.6388,2
748,-0.410988,6.71236,2
749,0.0200517,11.2023,2
750,0.94531,7.47974,2
751,3.79341,8.33141,2
752,2.30172,6.14647,2
753,3.5255,8.59357,2
754,2.91538,6.79016,2
755,4.58037,7.02327,2
756,1.56862,5.37796,2
757,-0.237563,2.43854,2
758,3.07608,8.5735,2
759,1.71211,8.56252,2
760,2.49902,7.61016,2
761,6.13747,7.61141,2
762,-0.606692,7.7468,2
763,-1.81123,6.67736,2
764,0.786998,6.6435,2
765,-0.750157,7.13496,2
766,6.24366,5.6987,2
767,-0.41651,8.93321,2
768,2.30189,6.05284,2
769,1.79399,5.98702,2
770,4.63245,10.2009,2
771,-0.295379,10.1991,2
772,1.54367,6.83831,2
773,4.2429,8.95898,2
774,2.92071,8.08126,2
775,0.5839300000000005,-7.11147,1
776,0.7970500000000005,-7.04055,1
777,0.69374,-7.09314,1
778,0.5949600000000004,-7.24042,1
779,0.57728,-7.16221,1
780,0.7625600000000006,-6.96663,1
781,0.6707099999999997,-7.0509,1
782,0.7164199999999994,-7.28186,1
783,0.64053,-7.20923,1
784,0.7030999999999992,-7.30094,1
785,0.5562500000000004,-7.25158,1
786,0.5852699999999995,-7.21169,1
787,0.6629100000000001,-7.37395,1
788,0.4306099999999997,-7.01958,1
789,0.8069600000000001,-7.29816,1
790,0.5767100000000003,-7.21734,1
791,0.9923599999999997,-7.40439,1
792,0.6407900000000009,-7.27383,1
793,0.7372200000000007,-7.31876,1
794,0.5475999999999992,-7.2368,1
795,0.7425700000000006,-7.23958,1
796,0.9149999999999991,-7.46379,1
797,0.7228499999999993,-7.37645,1
798,0.6151999999999997,-7.14376,1
799,0.6513100000000005,-7.01495,1
800,0.7902000000000005,-7.2124,1
801,0.5924200000000006,-7.067,1
802,0.6666699999999999,-7.14209,1
803,0.77501,-7.16836,1
804,0.6392299999999995,-7.09047,1
805,0.7465899999999994,-7.23465,1
806,0.7633899999999993,-7.13711,1
807,0.7285199999999996,-7.21863,1
808,0.7595200000000002,-7.41101,1
809,0.8338999999999999,-7.38579,1
810,0.8134200000000007,-7.44829,1
811,0.7077100000000005,-7.16649,1
812,0.7870299999999997,-7.46804,1
813,0.6983700000000006,-7.0518,1
814,0.85609,-7.44675,1
815,0.6696399999999993,-7.06164,1
816,0.5868099999999998,-7.13187,1
817,0.5886999999999993,-7.32319,1
818,0.75563,-7.50367,1
819,0.6996199999999995,-7.13739,1
820,0.7543600000000001,-7.28148,1
821,0.7161600000000004,-7.2559,1
822,0.8476700000000008,-7.39681,1
823,0.7342300000000002,-7.04919,1
824,0.4872999999999994,-7.04294,1
825,0.5079200000000004,-7.23969,1
826,0.6117799999999995,-7.03848,1
827,0.7523400000000002,-7.55512,1
828,0.6945099999999993,-7.05335,1
829,0.7368100000000002,-7.22475,1
830,0.8794900000000005,-7.29205,1
831,0.5839200000000009,-7.28598,1
832,0.7311700000000005,-7.27327,1
833,0.6790099999999999,-7.51045,1
834,0.6838499999999996,-7.18519,1
835,0.8131199999999996,-7.34386,1
836,0.8499499999999998,-7.14557,1
837,0.5809800000000003,-7.29888,1
838,0.7714800000000004,-7.10814,1
839,0.7955900000000007,-7.12448,1
840,0.7375900000000009,-7.33746,1
841,0.7464499999999994,-7.34667,1
842,0.8889600000000009,-7.45983,1
843,0.5708500000000001,-7.29612,1
844,0.8079099999999997,-7.36492,1
845,0.6111000000000004,-6.94056,1
846,0.5366599999999995,-7.01901,1
847,0.5801999999999996,-7.17674,1
848,0.6026799999999994,-7.08513,1
849,0.40548000000000073,-7.06261,1
850,0.7111599999999996,-7.4932,1
851,0.6367200000000004,-7.23699,1
852,0.4486100000000004,-7.20554,1
853,0.6835400000000007,-7.57584,1
854,0.9640500000000003,-7.47577,1
855,0.39339999999999975,-6.82848,1
856,0.8420699999999997,-7.3472,1
857,0.7418999999999993,-7.36403,1
858,0.5060300000000009,-7.0513,1
859,0.5785800000000005,-7.13648,1
860,0.7049900000000004,-7.22693,1
861,0.6233199999999997,-7.02253,1
862,0.6794600000000006,-7.24314,1
863,0.6045700000000007,-7.2932,1
864,0.4375099999999996,-7.00853,1
865,0.5651899999999994,-7.06642,1
866,0.7140000000000004,-7.56287,1
867,0.5755800000000004,-7.20312,1
868,0.5768199999999997,-7.07451,1
869,0.7938500000000008,-7.07531,1
870,0.5595400000000001,-7.17782,1
871,0.5881100000000004,-7.14223,1
872,0.7837999999999994,-7.32599,1
873,0.7749100000000002,-7.47183,1
874,0.6275700000000004,-7.36297,1
875,0.8266799999999996,-7.15329,1
